,Oklahoma,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.02693993869139687,0.02693993869139687,0.02693993869139687
2020-01-25,0.0,0.03634016699358605,0.03634016699358605,0.03634016699358605
2020-01-26,0.0,0.04670335568518216,0.04670335568518216,0.04670335568518216
2020-01-27,0.0,0.058468300847126786,0.058468300847126786,0.058468300847126786
2020-01-28,0.0,0.06820104268710343,0.06820104268710343,0.06820104268710343
2020-01-29,0.0,0.09168152361328176,0.09168152361328176,0.09168152361328176
2020-01-30,0.0,0.13520285733961065,0.13520285733961065,0.13520285733961065
2020-01-31,0.0,0.13520285733961038,0.13520285733961038,0.13520285733961038
2020-02-01,0.0,0.13520285733961032,0.13520285733961032,0.13520285733961032
2020-02-02,0.0,0.1352028573396104,0.1352028573396104,0.1352028573396104
2020-02-03,0.0,0.13520285733961065,0.13520285733961065,0.13520285733961065
2020-02-04,0.0,0.13520285733961057,0.13520285733961057,0.13520285733961057
2020-02-05,0.0,0.1352028573396106,0.1352028573396106,0.1352028573396106
2020-02-06,0.0,0.1352028573396106,0.1352028573396106,0.1352028573396106
2020-02-07,0.0,0.13520285733961068,0.13520285733961068,0.13520285733961068
2020-02-08,0.0,0.13520285733961077,0.13520285733961077,0.13520285733961077
2020-02-09,0.0,0.1352028573396109,0.1352028573396109,0.1352028573396109
2020-02-10,0.0,0.13520285733961096,0.13520285733961096,0.13520285733961096
2020-02-11,0.0,0.13520285733961096,0.13520285733961096,0.13520285733961096
2020-02-12,0.0,0.13520285733961093,0.13520285733961093,0.13520285733961093
2020-02-13,0.0,0.13520285733961096,0.13520285733961096,0.13520285733961096
2020-02-14,0.0,0.13520285733961093,0.13520285733961093,0.13520285733961093
2020-02-15,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-02-16,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-02-17,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-02-18,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-02-19,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-02-20,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-02-21,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-02-22,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-02-23,0.0,0.13520285733961096,0.13520285733961096,0.13520285733961096
2020-02-24,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-02-25,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-02-26,0.0,0.13520285733961096,0.13520285733961096,0.13520285733961096
2020-02-27,0.0,0.13520285733961102,0.13520285733961102,0.13520285733961102
2020-02-28,0.0,0.13520285733961102,0.13520285733961102,0.13520285733961102
2020-02-29,0.0,0.13520285733961102,0.13520285733961102,0.13520285733961102
2020-03-01,0.0,0.13520285733961102,0.13520285733961102,0.13520285733961102
2020-03-02,0.0,0.13520285733961102,0.13520285733961102,0.13520285733961102
2020-03-03,0.0,0.13520285733961102,0.13520285733961102,0.13520285733961102
2020-03-04,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-03-05,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-03-06,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-03-07,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-03-08,0.0,0.13520285733961102,0.13520285733961102,0.13520285733961102
2020-03-09,0.0,0.13520285733961102,0.13520285733961102,0.13520285733961102
2020-03-10,0.0,0.13520285733961104,0.13520285733961104,0.13520285733961104
2020-03-11,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-03-12,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-03-13,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-03-14,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-03-15,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-03-16,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-03-17,0.0,0.135202857339611,0.135202857339611,0.135202857339611
2020-03-18,0.0,0.13520285733961102,0.13520285733961102,0.13520285733961102
2020-03-19,1.0,1.135202857339611,1.135202857339611,1.135202857339611
2020-03-20,0.0,0.0,0.0,0.0
2020-03-21,0.0,0.166294597525177,0.166294597525177,0.166294597525177
2020-03-22,1.0,1.152065826633555,1.152065826633555,1.152065826633555
2020-03-23,0.0,0.0,0.0,0.0
2020-03-24,1.0,1.1637265798010092,1.1637265798010092,1.1637265798010092
2020-03-25,2.0,1.5327837751738318,1.5327837751738318,1.5327837751738318
2020-03-26,2.0,1.1742891286378856,1.1742891286378856,1.1742891286378856
2020-03-27,1.0,0.0,0.0,0.0
2020-03-28,7.0,6.711024336013599,6.711024336013599,6.711024336013599
2020-03-29,1.0,0.0,0.0,0.0
2020-03-30,0.0,0.0,0.0,0.0
2020-03-31,7.0,8.180431432511057,8.180431432511057,8.180431432511057
2020-04-01,7.0,3.6399429097929805,3.6399429097929805,3.6399429097929805
2020-04-02,4.0,0.06648098556872606,0.06648098556872606,0.06648098556872606
2020-04-03,4.0,2.956895937171148,2.956895937171148,2.956895937171148
2020-04-04,4.0,5.42674482672292,5.42674482672292,5.42674482672292
2020-04-05,4.0,2.346303940757661,2.346303940757661,2.346303940757661
2020-04-06,5.0,3.719698898556689,3.719698898556689,3.719698898556689
2020-04-07,16.0,17.267361277141184,17.267361277141184,17.267361277141184
2020-04-08,12.0,4.194993371564207,4.194993371564207,4.194993371564207
2020-04-09,1.0,0.0,0.0,0.0
2020-04-10,8.0,11.034337764413667,11.034337764413667,11.034337764413667
2020-04-11,6.0,4.232791050323252,4.232791050323252,4.232791050323252
2020-04-12,2.0,1.5694851211520042,1.5694851211520042,1.5694851211520042
2020-04-13,3.0,6.951334170723823,6.951334170723823,6.951334170723823
2020-04-14,9.0,17.299938112768658,17.299938112768658,17.299938112768658
2020-04-15,15.0,14.650354158268861,14.650354158268861,14.650354158268861
2020-04-16,8.0,0.0,0.0,0.0
2020-04-17,5.0,4.561808832731838,4.561808832731838,4.561808832731838
2020-04-18,0.0,0.7827164110042002,0.7827164110042002,0.7827164110042002
2020-04-19,4.0,7.330772406289576,7.330772406289576,7.330772406289576
