,Delaware,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.008613676238524116,0.008613676238524116,0.008613676238524116
2020-01-25,0.0,0.013017976596951423,0.013017976596951423,0.013017976596951423
2020-01-26,0.0,0.017169366745376696,0.017169366745376696,0.017169366745376696
2020-01-27,0.0,0.02162100493097352,0.02162100493097352,0.02162100493097352
2020-01-28,0.0,0.02670822130921781,0.02670822130921781,0.02670822130921781
2020-01-29,0.0,0.031123684598878043,0.031123684598878043,0.031123684598878043
2020-01-30,0.0,0.035388747595109966,0.035388747595109966,0.035388747595109966
2020-01-31,0.0,0.03948546368484665,0.03948546368484665,0.03948546368484665
2020-02-01,0.0,0.04339930786829158,0.04339930786829158,0.04339930786829158
2020-02-02,0.0,0.047119220594678594,0.047119220594678594,0.047119220594678594
2020-02-03,0.0,0.05063753113371807,0.05063753113371807,0.05063753113371807
2020-02-04,0.0,0.053949779060010625,0.053949779060010625,0.053949779060010625
2020-02-05,0.0,0.05705445575030707,0.05705445575030707,0.05705445575030707
2020-02-06,0.0,0.05995268891848939,0.05995268891848939,0.05995268891848939
2020-02-07,0.0,0.06264789246580141,0.06264789246580141,0.06264789246580141
2020-02-08,0.0,0.06514540175926772,0.06514540175926772,0.06514540175926772
2020-02-09,0.0,0.06745211136614607,0.06745211136614607,0.06745211136614607
2020-02-10,0.0,0.0695761287343546,0.0695761287343546,0.0695761287343546
2020-02-11,0.0,0.07152645370987526,0.07152645370987526,0.07152645370987526
2020-02-12,0.0,0.0733126904150476,0.0733126904150476,0.0733126904150476
2020-02-13,0.0,0.0749447950672527,0.0749447950672527,0.0749447950672527
2020-02-14,0.0,0.0764328608950472,0.0764328608950472,0.0764328608950472
2020-02-15,0.0,0.07778693943429758,0.07778693943429758,0.07778693943429758
2020-02-16,0.0,0.07901689613353263,0.07901689613353263,0.07901689613353263
2020-02-17,0.0,0.08013229730566825,0.08013229730566825,0.08013229730566825
2020-02-18,0.0,0.08114232495576841,0.08114232495576841,0.08114232495576841
2020-02-19,0.0,0.08205571581047338,0.08205571581047338,0.08205571581047338
2020-02-20,0.0,0.082880720897037,0.082880720897037,0.082880720897037
2020-02-21,0.0,0.08362508220044075,0.08362508220044075,0.08362508220044075
2020-02-22,0.0,0.08429602320900063,0.08429602320900063,0.08429602320900063
2020-02-23,0.0,0.0849002504972503,0.0849002504972503,0.0849002504972503
2020-02-24,0.0,0.08544396385571122,0.08544396385571122,0.08544396385571122
2020-02-25,0.0,0.08593287283614164,0.08593287283614164,0.08593287283614164
2020-02-26,0.0,0.08637221792165507,0.08637221792165507,0.08637221792165507
2020-02-27,0.0,0.08676679484367894,0.08676679484367894,0.08676679484367894
2020-02-28,0.0,0.08712098084680552,0.08712098084680552,0.08712098084680552
2020-02-29,0.0,0.0874387619463264,0.0874387619463264,0.0874387619463264
2020-03-01,0.0,0.08772376043215592,0.08772376043215592,0.08772376043215592
2020-03-02,0.0,0.08797926204897391,0.08797926204897391,0.08797926204897391
2020-03-03,0.0,0.08820824242866988,0.08820824242866988,0.08820824242866988
2020-03-04,0.0,0.08841339247088993,0.08841339247088993,0.08841339247088993
2020-03-05,0.0,0.08859714246411712,0.08859714246411712,0.08859714246411712
2020-03-06,0.0,0.08876168481659427,0.08876168481659427,0.08876168481659427
2020-03-07,0.0,0.08890899532662845,0.08890899532662845,0.08890899532662845
2020-03-08,0.0,0.08904085296819858,0.08904085296819858,0.08904085296819858
2020-03-09,0.0,0.0891588582027906,0.0891588582027906,0.0891588582027906
2020-03-10,0.0,0.08926444985414468,0.08926444985414468,0.08926444985414468
2020-03-11,0.0,0.08935892060093636,0.08935892060093636,0.08935892060093636
2020-03-12,0.0,0.08944343115485966,0.08944343115485966,0.08944343115485966
2020-03-13,0.0,0.0895190231994077,0.0895190231994077,0.0895190231994077
2020-03-14,0.0,0.08958663116890334,0.08958663116890334,0.08958663116890334
2020-03-15,0.0,0.08964709294886966,0.08964709294886966,0.08964709294886966
2020-03-16,0.0,0.08970115957833996,0.08970115957833996,0.08970115957833996
2020-03-17,0.0,0.08974950403273496,0.08974950403273496,0.08974950403273496
2020-03-18,0.0,0.08979272916292227,0.08979272916292227,0.08979272916292227
2020-03-19,0.0,0.08983137486235698,0.08983137486235698,0.08983137486235698
2020-03-20,0.0,0.0898659245300505,0.0898659245300505,0.0898659245300505
2020-03-21,0.0,0.08989681089272919,0.08989681089272919,0.08989681089272919
2020-03-22,0.0,0.08992442124507681,0.08992442124507681,0.08992442124507681
2020-03-23,0.0,0.08994910216252074,0.08994910216252074,0.08994910216252074
2020-03-24,0.0,0.08997116373670047,0.08997116373670047,0.08997116373670047
2020-03-25,0.0,0.08999088337960655,0.08999088337960655,0.08999088337960655
2020-03-26,1.0,1.0900085092384368,1.0900085092384368,1.0900085092384368
2020-03-27,1.0,0.1456857647044676,0.1456857647044676,0.1456857647044676
2020-03-28,3.0,2.2234774956918972,2.2234774956918972,2.2234774956918972
2020-03-29,1.0,0.0,0.0,0.0
2020-03-30,0.0,0.0,0.0,0.0
2020-03-31,4.0,4.47866299038202,4.47866299038202,4.47866299038202
2020-04-01,1.0,0.0,0.0,0.0
2020-04-02,1.0,0.969590636390861,0.969590636390861,0.969590636390861
2020-04-03,2.0,1.8335862086112331,1.8335862086112331,1.8335862086112331
2020-04-04,0.0,0.0,0.0,0.0
2020-04-05,0.0,1.0974880108708422,1.0974880108708422,1.0974880108708422
2020-04-06,1.0,1.9160519290868208,1.9160519290868208,1.9160519290868208
2020-04-07,1.0,0.9589685980571303,0.9589685980571303,0.9589685980571303
2020-04-08,3.0,3.010382815509298,3.010382815509298,3.010382815509298
2020-04-09,4.0,2.034938707337215,2.034938707337215,2.034938707337215
2020-04-10,9.0,6.245993598686295,6.245993598686295,6.245993598686295
