,Tennessee,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.08897355732936503,0.08897355732936503,0.08897355732936503
2020-01-25,0.0,0.13570538049193862,0.13570538049193862,0.13570538049193862
2020-01-26,0.0,0.17970356753343736,0.17970356753343736,0.17970356753343736
2020-01-27,0.0,0.2049605422199463,0.2049605422199463,0.2049605422199463
2020-01-28,0.0,0.22616875129524222,0.22616875129524222,0.22616875129524222
2020-01-29,0.0,0.30453624192949336,0.30453624192949336,0.30453624192949336
2020-01-30,0.0,0.4082768403543299,0.4082768403543299,0.4082768403543299
2020-01-31,0.0,0.4675011631883656,0.4675011631883656,0.4675011631883656
2020-02-01,0.0,0.49699964521432344,0.49699964521432344,0.49699964521432344
2020-02-02,0.0,0.5106951236505795,0.5106951236505795,0.5106951236505795
2020-02-03,0.0,0.5168457154555823,0.5168457154555823,0.5168457154555823
2020-02-04,0.0,0.5195666191919908,0.5195666191919908,0.5195666191919908
2020-02-05,0.0,0.5207622651399599,0.5207622651399599,0.5207622651399599
2020-02-06,0.0,0.5212861215487469,0.5212861215487469,0.5212861215487469
2020-02-07,0.0,0.5215153459013233,0.5215153459013233,0.5215153459013233
2020-02-08,0.0,0.5216155911059168,0.5216155911059168,0.5216155911059168
2020-02-09,0.0,0.5216594198490178,0.5216594198490178,0.5216594198490178
2020-02-10,0.0,0.5216785803759147,0.5216785803759147,0.5216785803759147
2020-02-11,0.0,0.5216869563503036,0.5216869563503036,0.5216869563503036
2020-02-12,0.0,0.5216906178099793,0.5216906178099793,0.5216906178099793
2020-02-13,0.0,0.5216922183599785,0.5216922183599785,0.5216922183599785
2020-02-14,0.0,0.5216929180126871,0.5216929180126871,0.5216929180126871
2020-02-15,0.0,0.5216932238532218,0.5216932238532218,0.5216932238532218
2020-02-16,0.0,0.5216933575457822,0.5216933575457822,0.5216933575457822
2020-02-17,0.0,0.521693415987005,0.521693415987005,0.521693415987005
2020-02-18,0.0,0.5216934415334977,0.5216934415334977,0.5216934415334977
2020-02-19,0.0,0.5216934527006709,0.5216934527006709,0.5216934527006709
2020-02-20,0.0,0.5216934575821923,0.5216934575821923,0.5216934575821923
2020-02-21,0.0,0.5216934597160583,0.5216934597160583,0.5216934597160583
2020-02-22,0.0,0.521693460648838,0.521693460648838,0.521693460648838
2020-02-23,0.0,0.5216934610565852,0.5216934610565852,0.5216934610565852
2020-02-24,0.0,0.5216934612348243,0.5216934612348243,0.5216934612348243
2020-02-25,0.0,0.5216934613127382,0.5216934613127382,0.5216934613127382
2020-02-26,0.0,0.5216934613467968,0.5216934613467968,0.5216934613467968
2020-02-27,0.0,0.5216934613616849,0.5216934613616849,0.5216934613616849
2020-02-28,0.0,0.521693461368193,0.521693461368193,0.521693461368193
2020-02-29,0.0,0.5216934613710379,0.5216934613710379,0.5216934613710379
2020-03-01,0.0,0.5216934613722815,0.5216934613722815,0.5216934613722815
2020-03-02,0.0,0.5216934613728251,0.5216934613728251,0.5216934613728251
2020-03-03,0.0,0.5216934613730627,0.5216934613730627,0.5216934613730627
2020-03-04,0.0,0.5216934613731665,0.5216934613731665,0.5216934613731665
2020-03-05,0.0,0.521693461373212,0.521693461373212,0.521693461373212
2020-03-06,0.0,0.5216934613732318,0.5216934613732318,0.5216934613732318
2020-03-07,0.0,0.5216934613732405,0.5216934613732405,0.5216934613732405
2020-03-08,0.0,0.5216934613732442,0.5216934613732442,0.5216934613732442
2020-03-09,0.0,0.5216934613732459,0.5216934613732459,0.5216934613732459
2020-03-10,0.0,0.5216934613732466,0.5216934613732466,0.5216934613732466
2020-03-11,0.0,0.5216934613732469,0.5216934613732469,0.5216934613732469
2020-03-12,0.0,0.5216934613732471,0.5216934613732471,0.5216934613732471
2020-03-13,0.0,0.5216934613732471,0.5216934613732471,0.5216934613732471
2020-03-14,0.0,0.5216934613732471,0.5216934613732471,0.5216934613732471
