,Kansas,forecast,interval_low,interval_high
2020-01-23,0.0,,,
2020-01-24,0.0,0.009668709157595988,0.009668709157595988,0.009668709157595988
2020-01-25,0.0,0.015844662281709936,0.015844662281709936,0.015844662281709936
2020-01-26,0.0,0.021901864696276183,0.021901864696276183,0.021901864696276183
2020-01-27,0.0,0.02422369895813633,0.02422369895813633,0.02422369895813633
2020-01-28,0.0,0.03310562508236875,0.03310562508236875,0.03310562508236875
2020-01-29,0.0,0.03496771215471706,0.03496771215471706,0.03496771215471706
2020-01-30,0.0,0.03985340518594039,0.03985340518594039,0.03985340518594039
2020-01-31,0.0,0.044664772907824425,0.044664772907824425,0.044664772907824425
2020-02-01,0.0,0.046063774571769085,0.046063774571769085,0.046063774571769085
2020-02-02,0.0,0.04326537273600155,0.04326537273600155,0.04326537273600155
2020-02-03,0.0,0.03904794303970338,0.03904794303970338,0.03904794303970338
2020-02-04,0.0,0.0364354304647495,0.0364354304647495,0.0364354304647495
2020-02-05,0.0,0.036443121251396184,0.036443121251396184,0.036443121251396184
2020-02-06,0.0,0.038463510713987153,0.038463510713987153,0.038463510713987153
2020-02-07,0.0,0.041009161303179616,0.041009161303179616,0.041009161303179616
2020-02-08,0.0,0.04238269080688367,0.04238269080688367,0.04238269080688367
2020-02-09,0.0,0.0417531096855403,0.0417531096855403,0.0417531096855403
2020-02-10,0.0,0.03984576864217965,0.03984576864217965,0.03984576864217965
2020-02-11,0.0,0.03815174483255235,0.03815174483255235,0.03815174483255235
2020-02-12,0.0,0.03765572087310788,0.03765572087310788,0.03765572087310788
2020-02-13,0.0,0.03840488718196951,0.03840488718196951,0.03840488718196951
2020-02-14,0.0,0.03974070667593676,0.03974070667593676,0.03974070667593676
2020-02-15,0.0,0.04074289614708475,0.04074289614708475,0.04074289614708475
2020-02-16,0.0,0.040793107619700765,0.040793107619700765,0.040793107619700765
2020-02-17,0.0,0.03999210485813705,0.03999210485813705,0.03999210485813705
2020-02-18,0.0,0.039005649916905166,0.039005649916905166,0.039005649916905166
2020-02-19,0.0,0.038488934416593304,0.038488934416593304,0.038488934416593304
2020-02-20,0.0,0.03867093307556774,0.03867093307556774,0.03867093307556774
2020-02-21,0.0,0.03932059385977445,0.03932059385977445,0.03932059385977445
2020-02-22,0.0,0.03996019966783457,0.03996019966783457,0.03996019966783457
2020-02-23,0.0,0.04018001703087372,0.04018001703087372,0.04018001703087372
2020-02-24,0.0,0.03989791327862063,0.03989791327862063,0.03989791327862063
2020-02-25,0.0,0.03937641498848397,0.03937641498848397,0.03937641498848397
2020-02-26,0.0,0.03898840963825668,0.03898840963825668,0.03898840963825668
2020-02-27,0.0,0.038953265029502596,0.038953265029502596,0.038953265029502596
2020-02-28,0.0,0.039233078297654225,0.039233078297654225,0.039233078297654225
2020-02-29,0.0,0.03960223748903576,0.03960223748903576,0.03960223748903576
2020-03-01,0.0,0.0398123872042728,0.0398123872042728,0.0398123872042728
2020-03-02,0.0,0.0397524736411188,0.0397524736411188,0.0397524736411188
2020-03-03,0.0,0.03950335535252666,0.03950335535252666,0.03950335535252666
2020-03-04,0.0,0.03925502468478444,0.03925502468478444,0.03925502468478444
2020-03-05,0.0,0.03916422530461192,0.03916422530461192,0.03916422530461192
2020-03-06,0.0,0.039261750257598024,0.039261750257598024,0.039261750257598024
2020-03-07,0.0,0.039455760916493735,0.039455760916493735,0.039455760916493735
2020-03-08,0.0,0.03960817267329878,0.03960817267329878,0.03960817267329878
2020-03-09,0.0,0.03962820228748757,0.03962820228748757,0.03962820228748757
2020-03-10,0.0,0.0395238459062237,0.0395238459062237,0.0395238459062237
2020-03-11,0.0,0.039381677895014344,0.039381677895014344,0.039381677895014344
2020-03-12,0.0,0.039298074614624624,0.039298074614624624,0.039298074614624624
2020-03-13,1.0,1.0393162296952048,1.0393162296952048,1.0393162296952048
2020-03-14,0.0,0.0,0.0,0.0
2020-03-15,0.0,0.29574607581465573,0.29574607581465573,0.29574607581465573
2020-03-16,0.0,0.23404055611629349,0.23404055611629349,0.23404055611629349
2020-03-17,0.0,0.10957176236168523,0.10957176236168523,0.10957176236168523
2020-03-18,0.0,0.3723845936208324,0.3723845936208324,0.3723845936208324
2020-03-19,0.0,0.07269671566183433,0.07269671566183433,0.07269671566183433
2020-03-20,0.0,0.1602597424800125,0.1602597424800125,0.1602597424800125
2020-03-21,1.0,1.1570775859431714,1.1570775859431714,1.1570775859431714
2020-03-22,0.0,0.0,0.0,0.0
2020-03-23,0.0,0.24547600683654197,0.24547600683654197,0.24547600683654197
2020-03-24,0.0,0.13963489825596404,0.13963489825596404,0.13963489825596404
2020-03-25,1.0,1.0380355648897406,1.0380355648897406,1.0380355648897406
2020-03-26,0.0,0.0,0.0,0.0
2020-03-27,1.0,1.3806396015137685,1.3806396015137685,1.3806396015137685
2020-03-28,0.0,0.0,0.0,0.0
2020-03-29,3.0,3.522051721621316,3.522051721621316,3.522051721621316
2020-03-30,1.0,0.0,0.0,0.0
2020-03-31,1.0,0.7826366989941,0.7826366989941,0.7826366989941
2020-04-01,1.0,1.1596724336484066,1.1596724336484066,1.1596724336484066
2020-04-02,2.0,1.729499267174477,1.729499267174477,1.729499267174477
2020-04-03,6.0,5.664219237665476,5.664219237665476,5.664219237665476
2020-04-04,3.0,0.0,0.0,0.0
2020-04-05,1.0,0.7064647115760281,0.7064647115760281,0.7064647115760281
2020-04-06,3.0,4.842779690961178,4.842779690961178,4.842779690961178
2020-04-07,4.0,3.1270266788945213,3.1270266788945213,3.1270266788945213
2020-04-08,5.0,4.180353334851384,4.180353334851384,4.180353334851384
2020-04-09,8.0,5.815856567740667,5.815856567740667,5.815856567740667
2020-04-10,0.0,0.0,0.0,0.0
2020-04-11,13.0,18.378979201592998,18.378979201592998,18.378979201592998
2020-04-12,1.0,0.0,0.0,0.0
2020-04-13,6.0,10.963170819343095,10.963170819343095,10.963170819343095
2020-04-14,7.0,6.634681687508586,6.634681687508586,6.634681687508586
2020-04-15,2.0,0.0,0.0,0.0
2020-04-16,9.0,15.592748662841506,15.592748662841506,15.592748662841506
2020-04-17,2.0,0.0,0.0,0.0
2020-04-18,3.0,7.771123480689156,7.771123480689156,7.771123480689156
2020-04-19,8.0,10.790998986395733,10.790998986395733,10.790998986395733
2020-04-20,9.0,3.934655480849317,3.934655480849317,3.934655480849317
2020-04-21,7.0,4.0553811777408395,4.0553811777408395,4.0553811777408395
2020-04-22,3.0,1.0689433748957113,1.0689433748957113,1.0689433748957113
2020-04-23,1.0,4.009938375432293,4.009938375432293,4.009938375432293
2020-04-24,5.0,10.416100012509515,10.416100012509515,10.416100012509515
2020-04-25,2.0,2.082996459372338,2.082996459372338,2.082996459372338
2020-04-26,1.0,4.17275372660823,4.17275372660823,4.17275372660823
2020-04-27,5.0,8.203687478070526,8.203687478070526,8.203687478070526
2020-04-28,1.0,0.0,0.0,0.0
2020-04-29,7.0,10.172315739835218,10.172315739835218,10.172315739835218
2020-04-30,0.0,0.0,0.0,0.0
2020-05-01,6.0,8.350773820149598,8.350773820149598,8.350773820149598
2020-05-02,2.0,0.0,0.0,0.0
2020-05-03,2.0,2.668095798390393,2.668095798390393,2.668095798390393
2020-05-04,12.0,14.9728104075073,14.9728104075073,14.9728104075073
2020-05-05,5.0,0.0,0.0,0.0
2020-05-06,3.0,4.684674548616895,4.684674548616895,4.684674548616895
2020-05-07,1.0,2.9900819218496077,2.9900819218496077,2.9900819218496077
2020-05-08,3.0,5.547329822888448,5.547329822888448,5.547329822888448
2020-05-09,6.0,8.177370705927327,8.177370705927327,8.177370705927327
2020-05-10,0.0,0.0,0.0,0.0
2020-05-11,6.0,10.776856876025096,10.776856876025096,10.776856876025096
2020-05-12,4.0,1.5988066173383308,1.5988066173383308,1.5988066173383308
2020-05-13,4.0,4.308584365793924,4.308584365793924,4.308584365793924
2020-05-14,1.0,1.2974234721159217,1.2974234721159217,1.2974234721159217
2020-05-15,4.0,4.701018520076651,4.701018520076651,4.701018520076651
2020-05-16,2.0,0.895904530565429,0.895904530565429,0.895904530565429
